Company,Ticker,Exchange,Yahoo,Closing Price
Epocrates,EPOC,NASDAQ,False,
EPR Properties,EPR,NYSE,True,45.24
Epresence Inc.,EPRE,NASDAQ,True,15.6171
Epsilon Energy Ltd,EPSN,NASDAQ,True,5.0
EQ Health Acquisition Corp,EQHA,NYSE,False,
Eqgp Holdings,EQGP,NYSE,False,
EQM Midstream Partners LP,EQM,NYSE,False,
Eqonex Limited,EQOS,NASDAQ,False,
EQRx Inc,EQRX,NASDAQ,True,1.79
EQT Corporation,EQT,NYSE,True,38.97
Equifax Inc,EFX,NYSE,True,223.82
Equillium Inc,EQ,NASDAQ,True,0.6381
Equinix Inc,EQIX,NASDAQ,True,750.3
Equinox Gold Corporation,EQX,AMEX,True,4.9
Equitable Holdings Inc,EQH,NYSE,True,26.49
Equitrans Midstream Corporation,ETRN,NYSE,True,9.42
Equity Bancshares Inc,EQBK,NASDAQ,True,25.09
Equity Commonwealth,EQC,NYSE,True,20.88
Equity Distribution Acquisition Corp,EQD,NYSE,False,
Equity Lifestyle Properties Inc,ELS,NYSE,True,65.01
Equity Media Hldg Ut,EMDUQ,NASDAQ,False,
Equity Media Hldgs Corp Unit,EMDAU,NASDAQ,False,
Equity Media Hldgs Corp Warran,EMDAW,NASDAQ,False,
Equity Media Holdings Corp,EMDA,NASDAQ,False,
Equity One,EQY,NYSE,False,
Equity Residential,EQR,NYSE,True,65.23
Equus Total Return Inc,EQS,NYSE,True,1.55
Era Group Inc,ERA,NYSE,False,
Erasca Inc,ERAS,NASDAQ,True,2.72
Eresearch Technology Inc.,ERT,NASDAQ,False,
Erie Indemnity Company,ERIE,NASDAQ,True,216.66
Ermenegildo Zegna NV,ZGN,NYSE,True,11.74
Ero Copper Corporation,ERO,NYSE,True,17.41
Eros International Plc,EROS,NYSE,False,
Eros STX Global Corporation,ESGC,NYSE,False,
Escalade Inc,ESCA,NASDAQ,True,13.09
Escalera Resources Company,DBLE,NASDAQ,False,
Eschelon Telecom,ESCH,NASDAQ,False,
ESCO Technologies Inc,ESE,NYSE,True,96.6
ESGEN Acquisition Corporation,ESAC,NASDAQ,True,10.95
ESGEN Acquisition Corporation,ESACU,NASDAQ,True,10.86
ESM Acquisition Corporation,ESM,NYSE,False,
Esmark,ESMK,NASDAQ,False,
Espeed,ESPD,NASDAQ,False,
Esperion Therapeutics Inc,ESPR,NASDAQ,True,1.35
Espey Manufacturing and Electronics Corp,ESP,AMEX,True,17.5
Esports Entertainment Group Inc,GMBL,NASDAQ,True,1.9
Esports Technologies Inc,EBET,NASDAQ,True,0.22
Esquire Financial Holdings Inc,ESQ,NASDAQ,True,44.8
Ess Tech (DE) Comm,ESST,NASDAQ,False,
ESS Tech Inc,GWH,NYSE,True,1.34
ESSA Bancorp Inc,ESSA,NASDAQ,True,16.38
ESSA Pharma Inc,EPIX,NASDAQ,True,3.21
Essendant Inc.,ESND,NASDAQ,False,
Essent Group Ltd,ESNT,NYSE,True,46.72
Essential Properties Realty Trust Inc,EPRT,NYSE,True,24.5
Essential Utilities Inc,WTRU,NYSE,False,
Essential Utilities Inc,WTRG,NYSE,True,41.92
Essex Property Trust Inc,ESS,NYSE,True,232.99
Essex Rental Corp,ERNTU,NASDAQ,False,
Essex Rental Corp. - Units 03/04/2011,ESSXU,NASDAQ,False,
Essex Rental Corp. - Warrant 03/04/2011,ESSXW,NASDAQ,False,
Establishment Labs Holdings Inc,ESTA,NASDAQ,True,67.95
Estee Lauder Companies Inc,EL,NYSE,True,181.13
Estre Ambiental Inc,ESTR,NASDAQ,False,
"Etablissements Delhaize Freres ET Cie ""LE Lion"" S.A.",DEG,NYSE,False,
Etelecare Global Solutions ADS,ETEL,NASDAQ,False,
ETF Managers Trust,GEMS,NYSE,False,
Etfs White Metals Basket Trust,WITE,AMEX,False,
Etfs Zacks Earnings Large-Cap U.S. Index Fund,ZLRG,AMEX,False,
Ethan Allen Interiors Inc,ETD,NYSE,True,28.06
Ethan Allen Interiors Inc,ETH,NYSE,False,
Eton Pharmaceuticals Inc,ETON,NASDAQ,True,3.89
ETRACS 2x Leveraged IFED Invest with the Fed TR Index ETN,FEDL,NYSE,True,28.6991
ETRACS 2x Leveraged MSCI US ESG Focus TR ETN,ESUS,NYSE,True,17.857
ETRACS 2x Leveraged MSCI US Quality Factor TR ETN,QULL,AMEX,True,27.8125
ETRACS Alerian Midstream EnergyHigh Dividend Index ETN,AMND,AMEX,True,39.1976
Etracs Diversified High Income Etn,DVHI,AMEX,False,
ETRACS IFED Invest with the Fed TR Index ETN,IFED,NYSE,True,26.4531
Etracs Ise Exclusively Homebuilders Etn Due March 13 2045,HOMX,AMEX,False,
ETRACS Mth Pay 1 5x Leveraged Closed end Fund Inx ETN,CEFD,AMEX,True,19.1011
Etracs S&P 500 Veqtor Switch Index Etn Due December 2 2044,VQTS,AMEX,False,
Etracs Wells Fargo Mlp Ex-Energy Etn,FMLP,AMEX,False,
Etre Reit,ECAV,NASDAQ,False,
ETRE REIT,ESSF,NASDAQ,False,
Etrials Worldwide,29786P103,NASDAQ,False,
Etrials Worldwide,ETWC,NASDAQ,False,
Etrials Worldwide Wrt,ETWCW,NASDAQ,False,
Etsy Inc,ETSY,NASDAQ,True,87.56
Eucrates Biomedical Acquisition Corporation,EUCR,NASDAQ,True,10.04
Eurand N.V.,EURX,NASDAQ,False,
Eurasian Minerals  (Canada),EMXX,AMEX,False,
Euro Tech Holdings Company Ltd New,CLWT,NASDAQ,True,1.68
Eurobancshares,EUBK,NASDAQ,False,
EuroDry Ltd,EDRY,NASDAQ,True,14.11
Euronav NV,EURN,NYSE,True,16.04
Euronet Worldwide Inc,EEFT,NASDAQ,True,113.0
European Biotech Acquisition Corporation,EBAC,NASDAQ,False,
European Equity Fund Inc,EEA,NYSE,True,8.38
European Sustainable Growth Acquisition Corporation,EUSG,NASDAQ,False,
European Wax Center Inc,EWCZ,NASDAQ,True,17.15
Euroseas Ltd,ESEA,NASDAQ,True,22.2
Eurotrust A/S ADS,EURO,NASDAQ,False,
EV3,EVVV,NASDAQ,False,
Evans Bancorp Inc,EVBN,AMEX,True,25.64
Evci Career Colleges Holding,EVCID,NASDAQ,False,
Evelo Biosciences Inc,EVLO,NASDAQ,True,0.1061
Eventbrite Inc,EB,NYSE,True,7.68
Ever Glory International Group Inc,EVK,NASDAQ,False,
Everbridge Inc,EVBG,NASDAQ,True,27.01
EverCommerce Inc,EVCM,NASDAQ,True,11.46
Evercore Inc,EVR,NYSE,True,119.68
Everest Re Group Ltd,RE,NYSE,True,341.65
Evergreen Solar,ESLR,NASDAQ,False,
Evergreen Solar,ESLRD,NASDAQ,False,
Evergy Inc,EVRG,NYSE,True,59.77
Everi Holdings Inc,EVRI,NYSE,True,15.93
Everlast Worldwide,EVST,NASDAQ,False,
EverQuote Inc,EVER,NASDAQ,True,7.96
Eversource Energy,ES,NYSE,True,71.59
Everspin Technologies Inc,MRAM,NASDAQ,True,8.96
Evertec Inc,EVTC,NYSE,True,36.48
EVgo Inc,EVGO,NASDAQ,True,4.35
EVI Industries Inc,EVI,AMEX,True,25.12
Evo Acquisition Corporation,EVOJ,NASDAQ,True,10.2
EVO Payments Inc,EVOP,NASDAQ,False,
Evofem Biosciences Inc,EVFM,NASDAQ,True,1.25
Evogene Ltd,EVGN,NASDAQ,True,0.586
Evoke Pharma Inc,EVOK,NASDAQ,True,1.405
Evolent Health Inc,EVH,NYSE,True,31.69
Evolus Inc,EOLS,NASDAQ,True,8.58
Evolution Petroleum Corporation,EPM,AMEX,True,8.48
Evolv Technologies Holdings Inc,EVLV,NASDAQ,True,5.83
Evolv Technologies Holdings Inc,EVLVU,NASDAQ,False,
Evolve Transition Infrastructure LP,SNMP,AMEX,True,0.0638
Evolving Systems,EVOLD,NASDAQ,False,
Evolving Systems Inc,EVOL,NASDAQ,True,0.85
Evoqua Water Technologies Corp,AQUA,NYSE,True,49.41
Evotec Aktiengesellschaft Amer,EVTCV,NASDAQ,False,
EW Scripps Company,SSP,NASDAQ,True,8.59
Exa Corp.,EXA,NASDAQ,False,
EXACT Sciences Corporation,EXAS,NASDAQ,True,90.65
Exagen Inc,XGN,NASDAQ,True,3.11
Examworks Grp.,EXAM,NYSE,False,
Exantas Capital Corp,XAN,NYSE,False,
Exceed Company Ltd. - Units (One (1) Share of Common Stock And One (1) Warrant),EDSUU,NASDAQ,False,
Exceed Company Ltd. - Warrants 11/08/2011,EDSWW,NASDAQ,False,
Excel Tech,XLTC,NASDAQ,False,
ExcelFin Acquisition Corporation,XFIN,NASDAQ,True,10.36
ExcelFin Acquisition Corporation,XFINU,NASDAQ,True,10.37
Excellon Resources Inc,EXN,AMEX,False,
Exchange National Bancshares,EXJF,NASDAQ,False,
Exchange Traded Concepts Trust,WIZE,AMEX,False,
Exco Resources,EXCO,NASDAQ,False,
Exe Technologies,EXEE,NASDAQ,False,
Executive Network Partnering Corporation,ENPC,NYSE,False,
Exela Technologies Inc,XELA,NASDAQ,True,4.69
Exela Technologies Inc,XELA,NASDAQ,True,4.69
Exelixis Inc,EXEL,NASDAQ,True,19.35
Exelon Corp,EXC,NYSE,True,40.13
Exelon Corporation,EXC,NASDAQ,True,40.13
Exelon Corporation,EXC,NASDAQ,True,40.13
Exeter Resource Corp. Ordinary Shares (Canada),XRA,AMEX,False,
EXFO Inc,EXFO,NASDAQ,False,
Exicure Inc,XCUR,NASDAQ,True,0.935
Exide Technologies - Warrants 03/28/2011,XIDEW,NASDAQ,False,
Exide Technologies,XIDE,NASDAQ,False,
ExlService Holdings Inc,EXLS,NASDAQ,True,153.05
ExOne Company,XONE,NASDAQ,True,49.67
Expedia,EXPEV,NASDAQ,False,
Expedia Group Inc,EXPE,NASDAQ,True,107.67
Expedia Wrt,EXPEW,NASDAQ,False,
Expedia Wrt,EXPEZ,NASDAQ,False,
Expeditors International of Washington Inc,EXPD,NASDAQ,True,116.53
Expensify Inc,EXFY,NASDAQ,True,7.15
Experience Investment Corporation,EXPC,NASDAQ,False,
Exponent Inc,EXPO,NASDAQ,True,96.29
Express Inc,EXPR,NYSE,True,0.6095
Expro Group Holdings NV,XPRO,NYSE,True,18.58
Extended Stay America Inc,STAY,NASDAQ,False,
Extended Systems,XTND,NASDAQ,False,
Extendicare Inc.,EXEA,NYSE,False,
Exterran Corporation,EXTN,NYSE,False,
Extra Space Storage Inc,EXR,NYSE,True,146.15
Extraction Oil and Gas Inc,XOG,NASDAQ,False,
Extreme Networks Inc,EXTR,NASDAQ,True,22.82
Exxon Mobil Corp,XOM,NYSE,True,108.19
Exxon Mobil Corp,XOM,NYSE,True,108.19
Eyegate Pharmaceuticals Inc,EYEG,NASDAQ,False,
Eyenovia Inc,EYEN,NASDAQ,True,2.83
EyePoint Pharmaceuticals Inc,EYPT,NASDAQ,True,6.08
Eyetech Pharmaceuticals,EYET,NASDAQ,False,
EZCORP Inc,EZPW,NASDAQ,True,8.79
E-Z-EM,EZEM,NASDAQ,False,
EzFill Holdings Inc,EFZL,NASDAQ,False,
EzFill Holdings Inc,EZFL,NASDAQ,True,2.29
EZGO Technologies Ltd,EZGO,NASDAQ,True,1.69
F F D Financial,FFDF,NASDAQ,True,32.6
F star Therapeutics Inc,FSTX,NASDAQ,False,
F Stop Mgmt,FSTP,NASDAQ,False,
F&M Bancorp,FMBN,NASDAQ,True,19.75
F.A.O.,FAOO,NASDAQ,False,
F45 Training Holdings Inc,FXLV,NYSE,True,0.8011
F5 Inc,FFIV,NASDAQ,True,146.13
Fabrinet,FN,NYSE,True,112.1
Facet Biotech,FACTV,NASDAQ,False,
Facet Biotech,FACT,NASDAQ,True,10.4976
Factory Card & Party Outlet,FCPO,NASDAQ,False,
FactSet Research Systems Inc,FDS,NYSE,True,403.45
Factual Data,FDCC,NASDAQ,False,
Fair Isaac Inc,FICO,NYSE,True,766.69
Fairchild Semiconductor International,FCS,NASDAQ,False,
Fairpoint Communications,FRP,NASDAQ,False,
Fairway Grp. Holdings Corp. - Class A,FWM,NASDAQ,False,
Falcon Capital Acquisition Corporation,FCAC,NASDAQ,False,
Falcon Capital Acquisition Corporation,FCACU,NASDAQ,False,
Falcon Minerals Corporation,FLMN,NASDAQ,False,
Falconbridge ltd new 2005,FALB,NYSE,False,
Familymeds Grp.,FMRXD,NASDAQ,False,
Fang Holdings Limited,SFUN,NYSE,False,
Far Peak Acquisition Corporation,FPAC,NYSE,False,
Faraday Future Intelligent Electric Inc,FFIE,NASDAQ,True,0.3088
Farfetch Limited,FTCH,NYSE,True,5.48
Fargo Electronics,FRGO,NASDAQ,False,
Farmer Brothers Company,FARM,NASDAQ,True,3.31
Farmers and Merchants Bancorp Inc,FMAO,NASDAQ,True,24.77
Farmers National Banc Corporation,FMNB,NASDAQ,True,12.89
Farmland Partners Inc,FPI,NYSE,True,12.27
Farmmi Inc,FAMI,NASDAQ,True,0.4451
Farmmi Inc,FAMI,NASDAQ,True,0.4451
FARO Technologies Inc,FARO,NASDAQ,True,15.37
Fasanara Capital Absolute Return Multi-Asset Fund - Institutional Class Shares,FCXIX,NASDAQ,False,
FAST Acquisition Corp,FST,NYSE,False,
FAST Acquisition Corp II,FZT,NYSE,True,10.35
Fastenal Company,FAST,NASDAQ,True,54.47
Fastly,FSLY,NASDAQ,True,16.89
Fastly Inc,FSLY,NYSE,True,16.89
Fastnet,FSST,NASDAQ,True,20.4775
FAT Brands Inc,FAT,NASDAQ,True,7.0
FAT Brands Inc,FATBB,NASDAQ,True,6.09
FAT Brands Inc,FATBW,NASDAQ,True,4.0
Fat Projects Acquisition Corporation,FATP,NASDAQ,True,10.785
Fate Therapeutics Inc,FATE,NASDAQ,True,5.3
Fathom Digital Manufacturing Corporation,FATH,NYSE,True,0.3761
Fathom Holdings Inc,FTHM,NASDAQ,True,6.6
Fauquier Bankshares Inc,FBSS,NASDAQ,False,
FB Financial Corporation,FBK,NYSE,True,30.62
FBL Financial Group Inc,FFG,NYSE,False,
Fbr &,FBRC,NASDAQ,False,
Fbr Capital Markets Corp.,FBCM,NASDAQ,False,
FC Global Realty Incorporated Com USD0.01,PHMD,NASDAQ,False,
Fcstone Grp.,FCSX,NASDAQ,False,
Featherlite,FTHR,NASDAQ,False,
Federal Agricultural Mortgage Corporation,AGM,NYSE,True,150.45
Federal Realty Investment Trust,FRT,NYSE,True,96.11
Federal Signal Corp,FSS,NYSE,True,60.73
Federal Street Acquisition Corp.,FSAC,NASDAQ,False,
Federal Street Acquisition Corp. - Warrant,FSACW,NASDAQ,False,
Federal-Mogul Holdings Corp.,FDML,NASDAQ,False,
Federated Hermes Inc,FHI,NYSE,True,37.4
Federated Hermes Premier Municipal Income Fund,FMN,NYSE,True,10.66
Federated Investors Inc,FII,NYSE,False,
FedEx Corp,FDX,NYSE,True,223.75
Fedfirst Financial,FFCOD,NASDAQ,False,
FedNat Holding Company,FNHC,NASDAQ,False,
Fei Company,FEIC,NASDAQ,False,
Fellazo Inc,FLLC,NASDAQ,False,
Female Health Co,FHC,NASDAQ,False,
Femasys Inc,FEMY,NASDAQ,True,0.72
Fender Musical Instruments Corp.,FNDR,NASDAQ,False,
Fenix Parts,FENX,NASDAQ,False,
Fennec Pharmaceuticals Inc,FENC,NASDAQ,True,8.62
Ferguson Plc,FERG,NYSE,True,144.87
Ferrari NV,RACE,NYSE,True,298.24
Ferrellgas Partners LP,FGP,NYSE,False,
Ferro Corp,FOE,NYSE,False,
Ferroglobe PLC,GSM,NASDAQ,True,5.01
FFBW Inc,FFBW,NASDAQ,True,11.2
Fflc Bancorp - Common Stock,FFLC,NASDAQ,False,
FG Financial Group Inc,FGF,NASDAQ,True,1.8
FG New America Acquisition Corp,FGNA,NYSE,False,
FG New America Acquisition Corp,FGNAU,NYSE,False,
FGL Holdings,CFCOU,NASDAQ,False,
FGL Holdings,FG,NYSE,True,22.27
Fgx International Holdings Lim,FGXI,NASDAQ,False,
FI Enhanced Europe 50 Etn,FIEU,AMEX,False,
Fiat Chrysler Automobiles NV,FCAU,NYSE,False,
Fibernet Telecom Grp.,FTGX,NASDAQ,False,
Fiberstars,FBST,NASDAQ,False,
Fibertower,FTWRD,NASDAQ,False,
Fibertower Cp,FTWR,NASDAQ,False,
Fibrocell Science Inc,FCSC,NASDAQ,False,
FibroGen Inc,FGEN,NASDAQ,True,17.78
Fidelity Bancorp,FSBI,NASDAQ,False,
Fidelity Bankshares,FFFL,NASDAQ,False,
Fidelity D and D Bancorp Inc,FDBC,NASDAQ,True,44.06
Fidelity National Financial Inc,FNF,NYSE,True,35.37
Fidelity National Information Services Inc,FIS,NYSE,True,54.49
Fidelity National Information Solutions,FNIS,NASDAQ,False,
Fiduciary Claymore Energy Infrastructure Fund,FMO,NYSE,True,12.16
Fidus Investment Corporation,FDUS,NASDAQ,True,19.78
Fidus Investment Corporation,FDUSG,NASDAQ,False,
Fidus Investment Corporation,FDUSL,NASDAQ,False,
Fidus Investment Corporation,FDUSZ,NASDAQ,False,
Field Trip Health Ltd,FTRP,NASDAQ,False,
Fieldstone Investment Corp,FICC,NASDAQ,False,
Fiesta Restaurant Group Inc,FRGI,NASDAQ,True,8.35
Fiesta Restaurant Grp. - Common Stock When Issued,FRGIV,NASDAQ,False,
Fifth Str SR Floating Rate Corp,FSFR,NASDAQ,False,
Fifth Street Finance Corp,FSC,NASDAQ,False,
Fifth Third Bancorp,FITB,NASDAQ,True,26.97
Fifth Wall Acquisition Corporation I,FWAA,NASDAQ,False,
Fifth Wall Acquisition Corporation III,FWAC,NASDAQ,True,11.04
FIGS Inc,FIGS,NYSE,True,8.38
Figure Acquisition Corp I,FACA,NYSE,False,
Filenet,FILE,NASDAQ,False,
Finance of America Companies Inc,FOA,NYSE,True,1.77
Financial Institutions Inc,FISI,NASDAQ,True,17.2
Financial Select Sector,XLF,AMEX,True,33.14
Financial Strategies Acquisition Corporation,FXCOU,NASDAQ,False,
Finch Therapeutics Group Inc,FNCH,NASDAQ,True,0.285
Findwhat.Com,FWHT,NASDAQ,False,
FingerMotion Inc,FNGR,NASDAQ,True,1.34
Finisar,FNSRD,NASDAQ,False,
Finisar Corp,FNSR,NASDAQ,False,
Finjan Holdings Inc,FNJN,NASDAQ,False,
Finnovate Acquisition Corporation,FNVT,NASDAQ,True,10.59
Finnovate Acquisition Corporation,FNVTU,NASDAQ,True,11.53
FinServ Acquisition Corporation,FSRV,NASDAQ,False,
FinServ Acquisition Corporation II,FSRX,NASDAQ,True,10.15
FinTech Acquisition Corporation III,FTAC,NASDAQ,False,
FinTech Acquisition Corporation IV,FTIV,NASDAQ,False,
FinTech Acquisition Corporation V,FTCV,NASDAQ,False,
FinTech Acquisition Corporation VI,FTVI,NASDAQ,False,
Fintech Ecosystem Development Corporation,FEXDU,NASDAQ,True,10.64
FinTech Evolution Acquisition Group,FTEV,NYSE,False,
Finward Bancorp,FNWD,NASDAQ,True,21.0
FinWise Bancorp,FINW,NASDAQ,True,8.9
FireEye Inc,FEYE,NASDAQ,False,
First Advantage Bancorp,FABK,NASDAQ,False,
First Advantage Corp CL A,FADV,NASDAQ,False,
First Advantage Corporation,FA,NASDAQ,True,13.75
First American Corp,FAF,NYSE,True,56.69
First Avenue Networks,FRNS,NASDAQ,False,
First Bancorp,FBNC,NASDAQ,True,33.73
First Bancorp Inc,FNLC,NASDAQ,True,26.75
First Bancorp Ind New,FBEI,NASDAQ,False,
First Bancorp New,FBP,NYSE,True,12.87
First Bancshares,FBSI,NASDAQ,True,20.65
First Bancshares Inc,FBMS,NASDAQ,True,29.18
First Banctrust Corp,FBTC,NASDAQ,False,
First Bank,FRBA,NASDAQ,True,11.28
First Bankshares,SUFB,NASDAQ,False,
First Busey Corporation,BUSE,NASDAQ,True,21.32
First Business Financial Services Inc,FBIZ,NASDAQ,True,30.985
First Capital Inc,FCAP,NASDAQ,True,28.73
First Charter Corp,FCTR,NASDAQ,True,25.6748
First Chester County Corp.,FCEC,NASDAQ,False,
First Choice Bancorp,FCBP,NASDAQ,False,
First Citizens Bancshares Inc,FCNCA,NASDAQ,True,1283.46
First Clover Leaf Financial Corp.,FCLF,NASDAQ,False,
First Colonial Grp.,FTCG,NASDAQ,False,
First Commonwealth Financial Corp,FCF,NYSE,True,14.41
First Community Bancshares Inc,FCBC,NASDAQ,True,30.78
First Community Bank Corp. of America,FCFL,NASDAQ,False,
First Community Corporation,FCCO,NASDAQ,True,18.48
First Community Financial Partners,FCFP,NASDAQ,False,
First Consulting Grp,FCGI,NASDAQ,False,
First Data Corporation,FDC,NYSE,False,
First Defiance Financial Corporation,FDEF,NASDAQ,False,
First Eagle Alternative Capital BDC Inc,FCRD,NASDAQ,True,4.7
First Eagle Alternative Capital BDC Inc,FCRZ,NYSE,False,
First Eagle Alternative Capital BDC Inc,FCRW,NYSE,False,
First Eagle Alternative Capital BDC Inc,FCRX,NYSE,True,23.6664
First Eagle Senior Loan Fund,FSLF,NYSE,False,
First Essex Bancorp,FESX,NASDAQ,False,
First Fed Banc Southwst,FFSW,NASDAQ,False,
First Fed Bancorp,FFBZ,NASDAQ,False,
First Federal Bancshares,FFBI,NASDAQ,False,
First Federal Bancshares of Arkansas,FFBHD,NASDAQ,False,
First Federal Capital,FTFC,NASDAQ,False,
First Federal Financial Services,FFFS,NASDAQ,False,
First Financial Bancorp,FFBC,NASDAQ,True,22.06
First Financial Bankshares Inc,FFIN,NASDAQ,True,29.55
First Financial Corporation,THFF,NASDAQ,True,36.28
First Financial Holdings,FFCH,NASDAQ,False,
First Financial Northwest Inc,FFNW,NASDAQ,True,10.93
First Financial Service Corp.,FFKY,NASDAQ,False,
First Foundation Inc,FFWM,NASDAQ,True,5.17
First Franklin Corp.,FFHS,NASDAQ,False,
First Guaranty Bancshares Inc,FGBI,NASDAQ,True,14.98
First Hawaiian Inc,FHB,NASDAQ,True,19.21
First Health Grp.,FHCC,NASDAQ,False,
First HighSchool Education Group Co Ltd,FHS,NYSE,False,
First Horizon Corporation,FHN,NYSE,True,11.71
First Horizon Pharmaceutical,FHRX,NASDAQ,False,
First Ind Corp,FINB,NASDAQ,False,
First Industrial Realty Trust Inc,FR,NYSE,True,52.73
First Internet Bancorp,INBK,NASDAQ,True,14.55
First Internet Bancorp,INBKL,NASDAQ,False,
First Internet Bancorp,INBKZ,NASDAQ,True,19.2
First Interstate BancSystem Inc,FIBK,NASDAQ,True,25.18
First Keystone Financial,FKFS,NASDAQ,False,
First Light Acquisition Group Inc,FLAG,NYSE,True,10.41
First Light Acquisition Group Inc Warrants (01/01/9999),FLAGWS,NYSE,False,
First M & F Corp.,FMFC,NASDAQ,False,
First Majestic Silver Corporation,AG,NYSE,True,5.86
First Marblehead Corp. (The),FMD,NYSE,False,
First Merchants Corporation,FRME,NASDAQ,True,29.2
First Mid Bancshares Inc,FMBH,NASDAQ,True,25.79
First Midwest Bancorp Inc,FMBI,NASDAQ,False,
First Mutual Bancshares,FMSB,NASDAQ,False,
First National Bancshares (FL),FBMT,NASDAQ,False,
First National Bancshares (SC),FNSC,NASDAQ,False,
First National Bancshares (SC),FNSCE,NASDAQ,False,
First National Corporation,FXNC,NASDAQ,True,15.5
First Natl Panel New,FNPC,NASDAQ,False,
First Niagara Financial Grp. Inc.,FNFG,NASDAQ,False,
First Northwest Bancorp,FNWB,NASDAQ,True,11.85
First Oak Brook Bancshares,FOBB,NASDAQ,False,
First of Long Island Corporation,FLIC,NASDAQ,True,12.17
First Pactrust Bancorp,FPTB,NASDAQ,False,
First Place Financial Corp.,FPFC,NASDAQ,False,
First Republic Bank,FRC,NYSE,True,6.19
First Reserve Sustainable Growth Corporation,FRSG,NASDAQ,False,
First Savings Financial Group Inc,FSFG,NASDAQ,True,13.35
First Seacoast Bancorp,FSEA,NASDAQ,True,7.97
First Security Grp.,FSGID,NASDAQ,False,
First Sentinel Bancorp,FSLA,NASDAQ,False,
First Solar Inc,FSLR,NASDAQ,True,192.33
First South Bancorp,FSBK,NASDAQ,False,
First State Bncp,FSNM,NASDAQ,False,
First Trust 1188 Lehman,FJBVX,NASDAQ,False,
First Trust Aberdeen Emerging Opportunity Fund,FEO,NYSE,True,9.5503
First Trust Aberdeen Global Opportunity Income Fund,FAM,NYSE,True,5.96
First Trust Dividend And Income Fund  of Beneficial Interest,FAV,NYSE,False,
First Trust Dynamic Europe Equity Income Fund,FDEU,NYSE,True,12.8
First Trust Energy Income and Growth Fund,FEN,AMEX,True,13.02
First Trust Energy Infrastructure Fund,FIF,NYSE,True,14.57
First Trust Enhanced Equity Income Fund,FFA,NYSE,True,17.37
First Trust ExchangeTraded Alphadex Fund II,FAUS,AMEX,True,27.1222
First Trust High Income Long Short Fund,FSD,NYSE,True,11.25
First Trust High Yield Opportunities 2027 Term Fund,FTHY,NYSE,True,13.65
First Trust MLP and Energy Income Fund,FEI,NYSE,True,7.79
First Trust Mortgage Income Fund,FMY,NYSE,True,11.2462
First Trust New Opportunities MLP and Energy Fund,FPL,NYSE,True,5.99
First Trust Senior Floating Rate 2022 Target Term Fund,FIV,NYSE,False,
First Trust Senior Floating Rate Income Fund II,FCT,NYSE,True,9.58
First Trust Specialty Finance and Financial Opportunities Fund,FGB,NYSE,True,3.08
First United Corporation,FUNC,NASDAQ,True,15.8
First US Bancshares Inc,FUSB,NASDAQ,True,7.23
First Virtual Communications,FVCX,NASDAQ,False,
First Wash Finl Corp (NJ),FWFC,NASDAQ,False,
First Watch Restaurant Group Inc,FWRG,NASDAQ,True,17.67
First Wave BioPharma Inc,FWBI,NASDAQ,True,1.4
First Western Finanical Inc,MYFW,NASDAQ,True,19.36
First Wind Holdings Inc.,WIND,NASDAQ,False,
Firstbank Corp.,FBMI,NASDAQ,False,
Firstbank NW,FBNW,NASDAQ,False,
FirstCash Holdings Inc,FCFS,NASDAQ,True,97.55
Firstcity Financial Corp.,FCFC,NASDAQ,False,
FirstEnergy Corp,FE,NYSE,True,38.95
Firstfed Bancorp,FFDB,NASDAQ,False,
Firstfed Bancorp,FFDP,NASDAQ,False,
Firsthand Technology Value Fund Inc,SVVC,NASDAQ,True,0.84
FirstMark Horizon Acquisition Corp,FMAC,NYSE,False,
Firstmerit Corp.,FMER,NASDAQ,False,
FirstService Corporation,FSV,NASDAQ,True,145.57
Fiserv Inc,FISV,NASDAQ,True,114.23
Fisher Communications,FSCI,NASDAQ,False,
Fisher Enhanced Big Cap Growth,FBG,AMEX,False,
Fisker Inc,FSR,NYSE,True,5.7
Fitbit Inc,FIT,NYSE,False,
Five Below Inc,FIVE,NASDAQ,True,188.48
Five Point Holdings LLC,FPH,NYSE,True,2.39
Five Prime Therapeutics Inc,FPRX,NASDAQ,False,
Five Star Bancorp,FSBC,NASDAQ,True,22.44
Five Star Senior Living Inc,FVE,NASDAQ,False,
Five Star Senior Living Inc,FVEVV,NASDAQ,False,
Five9 Inc,FIVN,NASDAQ,True,72.83
Fiverr International Ltd,FVRR,NYSE,True,27.69
Fixed Income Trust For Goldman Sachs Subordinated Notes,TFG,NYSE,True,10.0
